stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\user\Desktop\CSI2P-Final-Project-Template\Final2024\allegro5.cfg r
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.50389] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.50389] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.50390] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.50391] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.50392] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.50393] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.50394] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.50395] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.50425] added dtor for bitmap 000000000f80b9a0, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.51075] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.51081] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.51082] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.51083] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.51083] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.51084] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.51085] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.51086] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.51087] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.51087] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.51088] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.51089] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.51090] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.51130] added dtor for bitmap 000000000f80a710, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.51755] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.51759] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.51759] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.51760] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.51761] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.51762] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.51762] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.51763] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.51764] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.51765] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.51766] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.51767] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.51768] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.51792] added dtor for bitmap 000000000f80a8c0, func 00007ffbc6b11bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.52407] opening ./assets/image/bolt.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.52420] opening ./assets/image/bolt.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52430] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52431] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52432] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52432] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52433] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52434] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52435] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52436] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52436] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.52437] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.52438] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.52439] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.52440] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.52459] added dtor for bitmap 000000000f8092d0, func 00007ffbc6b11bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.52476] opening ./assets/gif/heart.gif rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52523] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52524] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52525] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52525] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52526] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52527] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52528] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52529] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52529] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.52530] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.52531] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.52532] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.52533] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.52543] added dtor for bitmap 000000000f80af80, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52568] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52568] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52569] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52570] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52571] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52572] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52573] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52573] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52574] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.52575] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.52576] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.52577] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.52577] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.52594] added dtor for bitmap 000000000f80b130, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52616] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52617] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52618] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52619] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52620] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52620] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52621] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52622] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52623] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.52624] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.52624] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.52625] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.52626] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.52636] added dtor for bitmap 000000000f80b2e0, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52661] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52662] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52663] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52664] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52664] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52665] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52666] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52667] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52667] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.52668] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.52669] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.52670] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.52671] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.52680] added dtor for bitmap 000000000f808c10, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52702] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52703] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52704] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52705] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52705] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52706] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52707] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52708] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52708] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.52709] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.52710] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.52711] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.52712] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.52725] added dtor for bitmap 000000000f80b490, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52752] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52753] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52754] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52755] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52755] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52756] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52757] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52758] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52759] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.52759] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.52760] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.52761] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.52762] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.52772] added dtor for bitmap 000000000f80b640, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52796] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52796] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52797] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52798] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52799] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52800] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52800] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52801] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.52802] Fake format
